(￣0 ￣)y	阿达
⊙﹏⊙∥	冷汗
(⊙o⊙)	人脸
(´,,•∀•,,`)	无意义
（￣▽￣）	高兴
\(￣︶￣)/	抱抱
(◉ω◉)	人脸
(⊙０⊙)	人脸
(*/ω＼*)	人脸
～(￣▽￣～)	无意义
(=^_^=)	笑脸
(*^ω^*)	笑脸
(´･ω･`)	猪头
≧◇≦	无意义
´_>`	冷笑
(≧∇≦)ﾉ	高兴
( ´_ゝ｀)	冷笑
ｂ(￣▽￣)ｄ	赞叹
→_→	右边
\("▔□▔)/	无奈
><	无意义
┴┴︵╰(‵□′)╯︵┴┴	发怒
(#￣▽￣#)	害羞
￣﹃￣	无意义
o(*////▽////*)q	害羞
/(ㄒoㄒ)/	哭
(ಡωಡ)	无意义
(｡･ω･｡)	无意义
\(≧▽≦)/	开心
😂	笑脸
ㄟ(￣▽￣ㄟ)	无意义
(ﾟДﾟ≡ﾟдﾟ)!?	诧异
(･∀･)	无意义
(⊙v⊙)	无意义
(￣∇￣)	无意义
hah	哈哈
(°∀°)ﾉ	高兴
╭(°A°`)╮	大哭
(ฅ>ω<*ฅ)	哭泣
覀L覀	正紧哟
（//▽//）	羞
(๑•́ ₃ •̀๑)	嘟嘴
o(*^▽^*)o~♪	开心
(´・ω・`)	怪
(';°;e;°;)	惊
(´提ω供`)	提供
(ｏ ‵-′)ノ”	Pia
ヽ(；▽；)ノ	哎
ヾ(*・ω・)ノ	哎
o͡͡͡͡͡͡͡͡͡͡͡͡͡͡╮(;´༎ຶД༎ຶ`)╭o͡͡͡͡͡͡͡͡͡͡͡͡͡͡	大哭
_( ﾟДﾟ)ﾉ	喂
(●'◡'●)ﾉ	嘿
(・-・*)	呆
(○´･д･)ﾉ	震惊
v(｡･ω･｡)	耶
(´▽｀ )	哎
（´Д`）	囧
凸(艹皿艹 )	艹
(●´▽｀●)	痴汉脸
l(｡-ω-)l	笨蛋
v(｡･ω･｡)	耶
(>v<)	哭
(☆-ｖ-）	眯眼
ο(=·ω＜=)ρ⌒☆	媚眼
（o´・ェ・｀o）	无辜
↖(^ω^)↗	加油
(=・ω・=)	害羞
(&#34;▔□▔)/	很棒
(^・ω・^ )	开心
(╯°口°)╯(┴—┴	生气
|･ω･｀)	无意义
（≧∇≦）	高兴
ε=ε=(ノ≧∇≦)ノ	喜欢
（￣へ￣）	无意义
Σ( ￣□￣||	汗颜
Σ( ￣□￣||)	汗颜
（/TДT)/	泪目
*罒▽罒*	喜欢
tm	他妈的
TM 他妈的
°∀°)ﾉ	喂
T^T	哭
(つд⊂)	无意义
ヽ(´･д･｀)ﾉ	无意义
ヽ(○´∀`)ﾉ	谢谢
(´இ皿இ｀)	委屈
(๑ ´•﹃•`๑)	害羞
ԅ(¯ㅂ¯ԅ)	嘻哈
\(￣︶￣*\)	抱抱
(-_-#)	生气
●▽●	无意义
Σ(ﾟдﾟ;)	无意义
(≧∇≦*)	太赞
(`‐ω‐´)	嗷嗷嗷
ヽ(≧V≦)ノ	开心
Σ(|||V||| )	哭
(๑•̀ㅁ•́ฅ)	无意义
ヽ(￣д￣;)ノ	无意义
(￣▽￣) 无意义
(ﾉ≧ڡ≦)	耶
(▔□▔)/	无意义
乀(ˉεˉ乀)	无意义
ヽ(`Д´)ﾉ	加油
（⌒▽⌒）	开心
⊙▽⊙	无意义
(⑉°з°)	无意义
QWQ	哭
( ´▽` )ﾉ	你好
←◡←	左边
(｣･e･)｣	无意义
(;¬_¬)	无意义
(´•ω•`๑)	无意义
(▼ヘ▼#)	生气
(•‾⌣‾•)y	抽烟
(╯°□°）╯︵ ┻━┻'	生气
(⸝⸝⸝ᵒ̴̶̷̥́ ⌑ ᵒ̴̶̷̣̥̀⸝⸝⸝)	害羞
≥﹏≤	哭
（#-_-)┯━┯	生气
(●￣(ｴ)￣●)	无意义
(╯‵□′)╯︵┻━┻	闹
(づ ●─● )づ	无意义
(✧◡✧)	花痴
(灬°ω°灬)	无意义
⁄(⁄⁄•⁄ω⁄•⁄⁄)⁄	无意义
ε==(づ′▽`)づ	无意义
（╯&#39; - &#39;)╯︵ ┻━┻	生气
(*´∀｀*人*´∀｀*)	无意义
(´╥ω╥`)	哭
(≧▽≦)	笑
(๑Ő௰Ő๑)	无意义
wtf	什么鬼
(●°u°●)​	无意义
o(〃&#39;▽&#39;〃)o	祝贺
(ฅ&gt;ω&lt;*ฅ)	好棒
(,,･∀･)ﾉ	你好
(๑•̀ω•́๑)	无意义
╭(╯^╰)╮	摊手
┯━┯	哭
(✿◡‿◡)	害羞
(๑&amp;gt;؂&amp;lt;๑）	开心
[doge]	斜眼看你
^_^	开心
(^_^)	开心
(* ￣3)(ε￣ *)	啵啵
(*￣3￣)╭	飞吻
(ToT)/~~~	挥手帕
!(*￣(￣　*)	kiss
(*╯3╰)	mua
（づ￣3￣）づ╭❤～	mua
o(*￣3￣)o	亲亲
(っ´Ι`)っ	亲亲你
(*￣;(￣ *)	吻别
(-.-)..zzZZ	不行了
(~O~)	打哈欠
(￣o￣)	困了
(p.-)	困死了
(o-ωｑ)).oO	困死了
(つω｀)～	眠
☆{{{Д}}} ☆	闹钟
(＿＿*)Ｚｚｚ	起床
みZZzzzz…	晚安
￣O￣)ノ　	晚上好
(。・_・)/~~~	再见
┏(＾0＾)┛	再见
( ﾟдﾟ)つBye	走啦
(ToT)/~~~	挥手帕
ヾ(￣▽￣)Bye~Bye~	拜
ψ(｀∇´)ψ	吃点	吃饭
(*￣ω￣)	吃了
(╯▽╰ )好香~~	好香
(￣～￣) 嚼！	嚼
Ψ(￣∀￣)Ψ	美味
0＾）吞！	吞
( *^-^)ρ(^0^* )	喂饭
( *⊙~⊙)	噎死
[噎住] ( *⊙~⊙)	噎住
((o_ _)'彡☆	跌倒
|(*′口`)	汗死
Σ( ° △ °|||)︴	汗死
(lll￢ω￢)	汗死
_〆(´Д｀ )	画圈
○|￣|_	orz
(*￣rǒ￣)	挖鼻屎
d=====(￣▽￣*)b	顶
＜（＾－＾）＞	对
[]~(￣▽￣)~*	干杯
o(￣▽￣)ｄ	good
(o゜▽゜)o☆	好主意
(ง •_•)ง	加油
ヾ(●゜ⅴ゜)ﾉ	就是
（。＾▽＾）	厉害
ㄟ(≧◇≦)ㄏ	太棒了
(￣_,￣ )	不屑
○|￣|_ =3	放屁
(￫ܫ￩)	鬼脸
(❤´艸｀❤)	花痴
（〃｀ 3′〃）	撅嘴
ᕕ( ᐛ )ᕗ	赖
=└(┐卍^o^)卍	闪
ԅ(¯﹃¯ԅ)	使坏
(*￣rǒ￣)	挖鼻屎
(☄⊙ω⊙)☄	吓
( ‵▽′)ψ	邪恶
w(ﾟДﾟ)w	啊啊
(ノへ￣、)	擦眼泪
(￣_,￣ )	不屑
ヽ(✿ﾟ▽ﾟ)ノ	好耶
(๑•̀ㅂ•́)و✧	棒
(￣ε(#￣)☆╰╮o(￣皿￣///)	抽
（づ￣3￣）づ╭❤～	亲
Σ( ° △ °|||)︴	汗
(～￣(OO)￣)ブ	笨
凸(艹皿艹 )	擦
(* ￣3)(ε￣ *)	啵啵
(*￣rǒ￣)	挖鼻屎
┗|｀O′|┛ 嗷~~	嗷
φ(≧ω≦*)♪	乐
︿(￣︶￣)︿	飞
(u‿ฺu✿ฺ)	好滴
Hi~ o(*￣▽￣*)ブ	hi
♪(^∇^*)	啦啦
o(*≧▽≦)ツ┏━┓	拍桌
╰(*°▽°*)╯	惊喜
（○｀ 3′○）	嘟嘴
o(*^＠^*)o	乖
(#`O′)	喂
(°ー°〃)	愣住
○|￣|_ =3	放屁
o(￣ヘ￣o＃)	哼哼
（＝。＝）	可恶
~~( ﹁ ﹁ ) ~~~	切
(ーー゛)	去
(ー`´ー)	生气
(#`O′)	喂
o(一︿一+)o	怨念
o(≧口≦)o	崩溃
ㄟ( ▔, ▔ )ㄏ	不是我
(o_ _)ﾉ	败了
(⊙﹏⊙)	呃呃呃
(ˉ▽￣～) 切~~	切
（＊￣（エ）￣）	无言
┑(￣Д ￣)┍	摊手
(＠_＠;)	不懂
━┳━　━┳━	呆
(☆´益`)c	扶额
（´Д`）	囧
┗( T﹏T )┛	投降
(。﹏。*)	我错了
o( =•ω•= )m	喵星人
≡ω≡	喵呜
(*￣(エ)￣)	熊
(✿◡‿◡)	害羞
(*/ω＼*)	脸红
┭┮﹏┭┮	呜呜呜
ヾ(￣▽￣)Bye~Bye~	拜
( ﹁ ﹁ ) ~→	斜眼
Ψ(￣∀￣)Ψ	美味
✧(≖ ◡ ≖✿)	闪
━━(￣ー￣*|||━━	淡定
ヽ(*。>Д<)o゜	太可怕了
┌(。Д。)┐	恐怖
○|￣|_	orz
o(￣▽￣)ｄ	good
(；′⌒`)	伤心
X﹏X	糟糕
*<|:-)	圣诞
(๑•̀ㅂ•́)و✧	棒
ヾ(≧▽≦*)o	爆笑
o(*≧▽≦)ツ	爆笑
(o゜▽゜)o☆[BINGO!]	bingo
～(￣▽￣～)(～￣▽￣)～	得瑟
<(￣︶￣)>	得意
嗯~ o(*￣▽￣*)o	嗯哪
︿(￣︶￣)︿	飞
．<{=．．．．（嘎~嘎~嘎~）	嘎嘎
(￣▽￣)～■干杯□～(￣▽￣)	干杯
φ(゜▽゜*)♪	高兴
╰(￣▽￣)╭	跟你说
<(￣︶￣)↗[GO!]	go
o(￣▽￣)ｄ	good
*´∀`)´∀`)*´∀`)*´∀`)	哈哈哈哈
(｡･∀･)ﾉﾞ	嗨
ヾ(≧∇≦*)ゝ	嗨
(u‿ฺu✿ฺ)	好滴
（゜▽＾*））	好滴
(*^▽^*)	好开心
ヽ(✿ﾟ▽ﾟ)ノ	好耶
(´▽`ʃ♡ƪ)	happy
Hi~ o(*￣▽￣*)ブ	hi
○( ＾皿＾)っHiahiahia…	hiahia
(( へ(へ´∀`)へ	high
^O^	吼吼
( ＾∀＾）／欢迎＼( ＾∀＾）	欢迎
ヾ(￣ー￣)X(^▽^)ゞ	获胜
╰(*°▽°*)╯	惊喜
⊙▽⊙	惊喜
( ￣ー￣)人(^▽^ )	击掌
...φ(0￣*)啦啦啦_φ(*￣0￣)′	卡拉ok
...φ(0￣*)啦啦啦_φ(*￣0￣)	k歌
(*^▽^*)	快乐
♪(^∇^*)	啦啦
...φ(0￣*)啦啦啦_φ(*￣0￣)>	啦啦啦
(๑´ㅂ`๑)	乐
φ(≧ω≦*)♪	乐
(≧∀≦)ゞ	乐呵
(๑¯∀¯๑)	满足
o(*￣︶￣*)o	满足
<(*￣▽￣*)/	咩哈哈
ε(*´･∀･｀)зﾞ	ohyeah
（≧0≦）//（-_-。）・・・	哦哦
(　ﾟ∀ﾟ) ﾉ♡	噢耶
(^&^)/	噢耶
””\(￣ー￣) (￣ー￣)//””	拍手
o(*≧▽≦)ツ┏━┓	拍桌
(～￣▽￣)～	飘
︿(￣︶￣)︿	飘飘然
(/≧▽≦)/	噗
(☆▽☆)	期待
*★,°*:.☆(￣▽￣)/$:*.°★* 。	散花
✧(≖ ◡ ≖✿)	闪
ㄟ(≧◇≦)ㄏ	太棒了
ヽ(ﾟ∀ﾟ*)ﾉ━━━ｩ♪	逃
( *︾▽︾)	陶醉
☆⌒(*＾-゜)v THX!!	thx
♪(´∇`*)	天啊
！*★,°*:.☆(￣▽￣)/$:*.°★* 。	万岁
||ヽ(*￣▽￣*)ノミ|Ю	我回来啦
~(～￣▽￣)～	我来了
(p≧w≦q)	兴奋
o(*￣▽￣*)o	幸福
(＾－＾)V	耶
(＾Ｕ＾)ノ~ＹＯ	哟
(o゜▽゜)o☆	有了
(((o(*ﾟ▽ﾟ*)o)))	赞
(￣︶￣)↗	涨
(o>ε(o>ｕ(≧∩≦)	振奋
o(^▽^)o	真好
<。)#)))≦	烤鱼
(..)nnn	毛毛虫
\(0^◇^0)/	麻雀
>> >=>	鱼骨头
(=^ ^=)	猫
≡[。。]≡	螃蟹
<□:≡	乌贼
<‵▽′>	老虎
(:◎)≡	章鱼
ζ。≡	狮子
@/"	蜗牛
Σ^)/	乌鸦
--<-<-<@	玫瑰花
~"	小虫子
○●○—	烤丸子
ε==3	骨头
■D"	咖啡杯
(。。)～	蝌蚪
/(*ω*)\	兔子
(:≡	水母
U•ェ•*U	狗狗
（￣。。￣）	河马
m( =∩王∩= )m	老虎
o(=•ェ•=)m	猫
~o( =∩ω∩= )m	喵
≡ω≡	喵呜
o( =•ω•= )m	喵星人
--(˙<>˙)/--	鸟
( ఠൠఠ )ﾉ	牛
(+(工)+╬)	熊
(*￣(エ)￣)	熊
w(ﾟДﾟ)w	啊啊
Ｏ(≧口≦)Ｏ	啊啊啊
（*゜ー゜*）	才知道
(￣△￣；)	呆滞
(。_。)	打击
(⊙ˍ⊙)	惊
Σ(っ °Д °;)っ	惊
Σ(｀д′*ノ)ノ	惊
Σ( ° △ °|||)︴	惊
╰(*°▽°*)╯	惊喜
⊙▽⊙	惊喜
_( ﾟДﾟ)ﾉ	举手
(°ー°〃)	愣住
￣△￣	那个
~(￣0￣)/	神啊
(￣m￣）	是吗
⊙▽⊙	是吗
ヽ(*。>Д<)o゜	太可怕了
wow~ ⊙o⊙	wow
(*Φ皿Φ*)	吓
(・∀・*)	咦
(○´･д･)ﾉ	震惊
o((⊙﹏⊙))o.	抖
┏┛墓┗┓...	鬼
┌(。Д。)┐	恐怖
┐(T.T ) ( T.T) ノ	没人
━((*′д｀)爻	怕怕
ヽ(*。>Д<)o゜	太可怕了
ヽ(￣︿￣　)	还怕
||o(*°▽°*)o|Ю	有人吗
(′д｀*))━!!!!	怕怕
—C<(/;◇;)/	小黑屋
(((m -__-)m	鬼
（>○<）	难过
o(≧口≦)o	崩溃
(⊙x⊙;)	闭嘴
￣へ￣	不开心
（＃￣～￣＃）	不满
(*￣︿￣)	不满
(* ￣︿￣)	不爽
ヽ（≧□≦）ノ	不要啊
凸(艹皿艹 )	擦
<)。(>	叉腰
___*( ￣皿￣)/#____	冲出
抽!╮(￣▽￣///)	抽你
<( ￣^￣)(θ(θ☆( >_<	踹
→)╥﹏╥)	抽脸
(ﾟДﾟ*)ﾉ	反对
○|￣|_ =3	放屁
╰(‵□′)╯	不爽
(；′⌒`)	哼哼
o(￣ヘ￣o＃)	哼哼
゜ロ゜	不开心
<(￣ ﹌ ￣)@m	别扭
(〃＞目＜)	可恶
（＝。＝）	可恶
(///￣皿￣)○～	哪里跑
─Ｃε(┬﹏┬)3	捏耳朵
ε=( o｀ω′)ノ	哼
~~( ﹁ ﹁ ) ~~~	切
φ(-ω-*)	去
(ーー゛)	去
(╬￣皿￣)	。。。
(-__-)=@))> o<)	去死
(。・・)ノ	弱
（｀へ´）	生气
(ー`´ー)	生气
<(－︿－)>	生气
( ｀д′)	什么东西
z(-_-z))	藐视
(σ｀д′)σ	是不是你
～（□`）～	逃跑
＼(゜ロ＼)(／ロ゜)／	讨厌
ヽ(ヽ `д′)	踢
( >ρ < ”)	吐
(#`O′)	喂
o(￣ヘ￣o＃)	我去
o(一︿一+)o	怨念
(╯‵□′)╯	难看
ˋ( ° ▽、° )	发呆
W(￣_￣)W	抓
((s-_-)s	呆住
（；´д｀）ゞ	悲
(＞﹏＜)	悲剧
_____λ......___丬 别走啊～～	别走
(*￣︿￣)	瘪嘴
( *^-^)ρ(*╯^╰)	不吃
(ノへ￣、)	擦眼泪
(ノへ￣、)	抽泣
(┬＿┬)↘	跌
(#｀-_ゝ-)	低落
(。﹏。)	低头
（。－_－。）	呼
( -'`-; )	困恼
(ρ_・).。	累
(；′⌒`)	伤心
(。_。)	失落
(′д｀ )…彡…彡	衰
( ′ 3`) sigh~	sigh
╥﹏╥...	委屈
┭┮﹏┭┮	呜呜呜
X﹏X	糟糕
(＠_＠;)	不懂
◐▽◑	不知道
┌|*´∀｀|┘	愁
(・-・*)	大概
━┳━　━┳━	呆
Σ(っ °Д °;)っ	倒
分＞(￣▽￣ = ￣︿￣)<裂	分裂
(☆´益`)c	扶额
...( ＿ ＿)ノ｜壁	扶墙
o(′益`)o	纠结
( -'`-; )	困恼
(°ー°〃)	愣住
~%?…,# *'☆&℃$︿★?	乱码
(*￣rǒ￣)	挖鼻屎
(-@y@)	眼睛
(((φ(◎ロ◎;)φ)))	晕
(=′ー`)	这样么
(￣ ‘i ￣;)	鼻涕
(ノへ￣、)	擦眼泪
||Φ|(|T|Д|T|)|Φ||	放我出去
(;´༎ຶД༎ຶ`)	哭死
ε(┬┬﹏┬┬)3	苦命
〒▽〒	内牛满面
(ノへ￣、)	tat
o(TヘTo)	tat
╥﹏╥...	委屈
┭┮﹏┭┮	呜呜呜
(。﹏。)	低头
（。－_－。）	呼
( -'`-; )	困恼
(ρ_・).。	累
(；′⌒`)	伤心
(。_。)	失落
╥﹏╥...	委屈
┭┮﹏┭┮	呜呜呜
(＞﹏＜)	悲剧
(ノへ￣、)	抽泣
(┬＿┬)↘	跌
(￣_,￣ )	不屑
(o≖◡≖)	臭美
(๐॔˃̶ᗜ˂̶๐॓)	蠢哭
ʅ（´◔౪◔）ʃ	嘚瑟
(‾◡◝)	骄傲
( ͡° ͜ʖ ͡°)	矜持
（ ￣ー￣）	冷笑
┌( ´_ゝ` )┐	冷艳
(￣_,￣ )	蔑视
(ˉ▽￣～) 切~~	切
(´ｰ∀ｰ`)	轻蔑
(☆-ｖ-)	无视
(－∀＝)	无言
( ﹁ ﹁ ) ~→	斜眼
<(￣ ﹌ ￣)@m	指
(◡ᴗ◡✿)	自恋
*(੭*ˊᵕˋ)੭*ଘ	自拍
<)。(>	叉腰
━━(￣ー￣*|||━━	淡定
<(ˉ^ˉ)>	当然
(～￣▽￣)～	得瑟
<(￣ˇ￣)/	得意
＿（￣ー￣（＿	点头
ノ~~マ☆’.・.・:★	嗯哼
( σ'ω')σ	告状
(＠￣ー￣＠)	哼哼
┗|*｀0′*|┛	肌肉
o(*^▽^*)┛	举手
(oﾟvﾟ)ノ	明白
✧(≖ ◡ ≖✿)	闪
|(•_•) |	我闪
(ﾟｰﾟ)	是啊
ヾ(＠⌒ー⌒＠)ノ	是啊是啊
´･∀･)乂(･∀･｀	死吧
( *︾▽︾)	陶醉
(。・∀・)ノ	同意
ＢＡ...┗( -o-)┛	无敌
(*ﾟｰﾟ)	嘴角
(눈_눈)	正常的兵长
(눈0눈)	讲话的兵长
(눈~눈)	卖萌的兵长
(눈▂눈)	傲娇的兵长
(屮눈皿눈)	森气的兵长
(눈◇눈)	变成小鸡了的兵长
(눈▽눈)	不正常的兵长
(눈160눈)	反映了身高的兵长
(눈益눈)	蓄力中的兵长
+눈_눈)	正常的兵长
(눈0눈)	讲话的兵长
(눈~눈)	卖萌的兵长
(눈▂눈)	傲娇的兵长
(屮눈皿눈)	森气的兵长
(눈◇눈)	变成小鸡了的兵长
